id,Title,Content,SKU,"Product Type","Parent Product ID","Товар UWCF Colors","Товар UWCF Sizes","Product Attributes"
946,"Аренда возле метро Студенческая","<h4><em>Аренда помещения, расположенного возле метро ""Студенческая"", по адресу ул. Академика Павлова, 305.</em>
<em>Помещение расположено на проходной аллее, ведущей к метро и рынку.</em>
<em>Рядом расположены</em>
<em>станция метро “Студенческая”</em>
<em>остановки гор. транспорта</em>
<em>рынок</em>
<em>продмаркет “Посад”</em>
<em>магазин “Простор”</em></h4>",,simple,0,,,
958,"Аренда на ул. Рождественской рядом с McDonald's","<h4><em>Аренда помещения на первом этаже торгового центра по адресу г. Харьков, ул. Рождественская, 24 рядом с McDonald's.</em>
<em>В помещении сделан ремонт, есть все необходимые коммуникации.</em>
<em>Улица Энгельса в этом месте отличается  очень оживленным пешеходным и автомобильным трафиком.</em>
<em>Рядом находиться станция метро  «Центральный рынок», «Исторический музей» и «Советская».</em>
<em>В непосредственной близости с помещением расположено Центральный рынок, McDonald's, автовокзал, остановки общественного транспорта, супермаркет «АТБ», управление метрополитена, управление МВД, отделение «УкрСиб банка», «Полтава Банка», «UniCredit Bank».</em>
<em>Площадь -  96,8 кв. м.</em></h4>",,simple,0,,,
993,"Аренда первого этажа в БЦ MILK возле метро Гагарина","<h4><em>Бизнес центр MILK расположен по ул. Молочной, 48 напротив ТЦ ""Таврия В"".</em>
<em>Рядом расположены</em>
<em>станции метро ""Проспект Гагарина"", ""Спортивная"", ""Метростроителей""</em>
<em>остановки гор. транспорта</em>
<em>жд станция Левада</em>
<em>автостанция №1</em>
<em>ТЦ ""Таврия В""</em>
<em>автосалон ""Бавари-моторс""</em></h4>",,simple,0,,,
995,"Аренда бизнес центра MILK возле метро Гагарина","<h4><em>Бизнес центр MILK расположен по ул. Молочной, 48 напротив ТЦ ""Таврия В"".</em>
<em>Бизнес центр состоит из трех этажей, каждый по 300 кв. м.</em>
<em>Рядом расположены</em>
<em>станции метро ""Проспект Гагарина"", ""Спортивная"", ""Метростроителей""</em>
<em>остановки гор. транспорта</em>
<em>жд станция Левада</em>
<em>автостанция №1</em>
<em>ТЦ ""Таврия В""</em>
<em>автосалон ""Бавари-моторс""</em></h4>",,simple,0,,,
996,"Аренда помещения рядом с метро Ботанический сад","<h4><em>Помещение расположено на первом этаже жилого дома.</em>
<em>В помещении сделан ремонт.</em>
<em>Рядом расположены</em>
<em>остановка гор.транспорта</em>
<em>станция метро ""23 августа""</em>
<em>продмаркеты ""АТБ"" и ""Авоська""</em>
<em>кинотеатр им. Довженко</em>
<em>Конатная дорога</em></h4>",,simple,0,,,
1012,"Продажа возле метро Гагарина","<h4><em>Помещение расположено на цокольном этаже жилого дома возле метро Проспект Гагарина</em>
<em>В помещении сделан ремонт, есть отдельная входная группа.</em>
<em>Рядом расположены</em>
<em>остановки гор. транспорта</em>
<em>станция метро ""Проспект Гагарина""</em>
<em>ж/д вокзал ""Левада""</em></h4>",,simple,0,,,
1017,"Аренда на Салтовке возле ТРК ""Украина""","<h4><em>Аренда помещения по дресу г. Харьков, пр. Юбилейный, 56.</em>
<em>Место отличается очень большой проходимостью и плотным автомобильным потоком.</em></h4>
<em>Рябом расположены</em>
<em>остановка гор. транспорта</em>
<em>ТРЦ Украина</em>
<em>кинотеатр ""Кинолэнд""</em>
<em>Охматдет</em>
<em>рынки Привоз и Новосалтовский</em>
<em>супермаркет ""Сильпо""</em>
<em>Якитория</em>",,simple,0,,,
1031,"Продажа здания возле метро Пушкинская","<h4><em>Здание расположено между станциями метро двух веток метрополитена - ""Пушкинская"" и ""Архитектора Бекетова"".</em>
<em>Район расположения отличается высокой деловой активностью и плотностью объектов торговли и питания.</em>
<em>Рядом со зданием расположены</em>
<em>станции метро ""Пушкинская"" и ""Архитектора Бекетова""</em>
<em>остановки гор.транспорта</em>
<em>несколько ВУЗов: Юридическая академия, Фармацевтическая академия, Политехнический университет, Сельскохозяйственный университет, Автодорожный университет</em>
<em>Отделения банков ""Ощадбанк"", ""Правэксбанк"", ""Банк Михайловский"", центральное отделение ""Мегабанка""</em>
<em>Несколько стоматкабинетов и аптек</em></h4>
<em>Техническое состояние</em>
<em>Выполнены фасадные работы по утеплению пенопластом 100 мм., утепление крыши, покраска фасада, установлены два газовых котла автономного отопления, сделана разводка отопления и установлены радиаторы. Здание подключено к коммуникациям, разрешенная электрическая мощность - 55 кВт. Установлена система охранной сигнализации.</em>

<em>Площадь - 944,6 кв. м.</em>
<em>1-й этаж - 182,3 кв. м.</em>
<em>2-й этаж - 183,3 кв. м.</em>
<em>3-й этаж - 190,8 кв. м.</em>
<em>4-й этаж - 190,7 кв. м.</em>
<em>мансарда - 197,5 кв. м.</em>",,simple,0,,,
1061,"Аренда на возле метро ""Индустриальная""","<h4><em>Аренда магазина расположенного на платформе нового автобусного терминала.</em></h4>
<h4><em>Рядом с помещением строится ""черный"" большой магазин АТБ.</em>
<em>Рядом расположены</em>
<em>  станция метро ""Пролетарская""</em>
<em>  остановки и круг общественного транспорта</em>
<em>  новый рынок ""Платформа""</em>
<em>  новый жилой комплекс</em></h4>
<h4><em>В помещении сделан ремонт,  есть вода и канализация, свой сан.узел.</em></h4>",,simple,0,,,
1070,"Аренда помещения Салтовка Харьков","<h4><em>Аренда помещения Салтовка Харьков. </em></h4>
<h4><em>Помещение расположено в одноэтажном нежилом здании.</em>
<em>Рядом расположены</em>
<em>остановки гор. транспорта</em>
<em>отделение банка “Приват банка”</em>
<em>продмаркет “Дигма”</em></h4>
<h4><em>Состояние - кап. ремонт.</em>
<em>Площадь - 340,8 кв. м.</em>
<em>1-й этаж - 263,6 кв. м.</em>
<em>подвал - 77,2 кв. м.</em></h4>",,simple,0,,,
1103,"Продажа магазина в центре Кривого Рога с хорошей рентабельностью","<h4><em>Продажа магазина по адресу г. Кривой Рог, пр. Гагарина, 14. Население города составляет 650 000 человек.</em></h4>
<em>Магазин расположен на первом этаже жилого дома непосредственно вблизи остановки гор. транспорта.</em>
<em>Расположение магазина отличается особенно плотным пешеходным и автомобильным трафиком. Магазин расположен на одном из центральных проспектов Кривого Рога.</em>
<em>В магазине сделан ремонт под отделение банка, соответствующий нормам Нацбанка.</em>

<em>Рядом с магазином расположены</em>
<em>остановки гор.транспорта</em>
<em>станция метро ""Дом советов""</em>
<em>отделения банков ""Приватбанк"", ""ОТПбанк"", ""Сбербанк""</em>
<em>продмаркет ""АТБ""</em>
<em>магазин ""АЛЛО""</em>
<em>McDonalds</em>
<em>ТЦ ""ПЛАЗА""</em>",,simple,0,,,
1104,"Аренда первого этажа возле станции метро ""Дворец спорта""","<h4>Аренда первый этаж метро</h4>
<h4><em>Аренда первого этажа по адресу г. Харьков, пр. Московский №259 (возле станции метро ""Дворец спорта"").</em></h4>
<h4><em>Рядом расположены</em>
<em>станция метро “Дворец спорта”</em>
<em>остановки гор. транспорта</em>
<em>огромная продбаза</em>
<em>супермаркет “Таврия-В” (бывший “Таргет”), супермаркет ""КЛАСС""</em>
<em>супермаркет электротехники “Comfy”</em></h4>
<h4><em>Общая площадь - 146 кв. м., возможна аренда 72 кв. м.</em></h4>",,simple,0,,,
1108,"Аренда магазина в ТЦ ""АВАНГАРД"" около метро Индустриальная","<h4><em>Магазин расположен в подвальном этаже в ТЦ ""АВАНГАРД"" около останови гор. транспорта у выхода из станции метро ""Индустриальная (Пролетарская)"", по адресу г. Харьков, пр. Московский, 293-А.</em>
<em>У магазина есть отдельная входная группа с улицы с витринным остеклением.</em>
<em>Рядом с торговым центром расположено много торговых объектов, что обеспечивает постоянный плотный поток пешеходов.</em>
<em>Торговый центр расположен на самой насыщенной транспортной магистрали города - Московском проспекте.</em>
<em>В непосредственной близости к магазину расположены</em>
<em>станция метро ""Индустриальная (Пролетарская)""</em>
<em>остановка гор. транспорт</em>
<em>ж/д станция Лосево-2</em>
<em>рынок ""Платформа""</em>
<em>супермаркеты ""КЛАСС"" и ""Восторг""</em>
<em>поликлиника</em>
<em>круг гор.транспорта</em></h4>",,simple,0,,,
1119,"Аренда магазина в ТЦ ""АВАНГАРД"" около метро ""Индустриальная""","<h4><em>Магазин расположен втором этаже в ТЦ ""АВАНГАРД"" около останови гор. транспорта у выхода из станции метро ""Индустриальная (Пролетарская)"", по адресу г. Харьков, пр. Московский, 293-А.</em>
<em>У магазина есть отдельная входная группа с улицы с витринным остеклением.</em>
<em>Рядом с торговым центром расположено много торговых объектов, что обеспечивает постоянный плотный поток пешеходов.</em>
<em>Торговый центр расположен на самой насыщенной транспортной магистрали города - Московском проспекте.</em>
<em>В непосредственной близости к магазину расположены</em>
<em>станция метро ""Индустриальная (Пролетарская)""</em>
<em>остановка гор. транспорт</em>
<em>ж/д станция Лосево-2</em>
<em>рынок ""Платформа""</em>
<em>супермаркеты ""КЛАСС"" и ""Восторг""</em>
<em>поликлиника</em>
<em>круг гор.транспорта</em></h4>",,simple,0,,,
1132,"Аренда магазина в ТЦ ""АВАНГАРД"" около метро ""Индустриальная""","<h4><em>Магазин расположен на втором этаже в ТЦ ""АВАНГАРД"" около останови гор. транспорта у выхода из станции метро ""Индустриальная (Пролетарская)"", по адресу г. Харьков, пр. Московский, 293-А.</em>
<em>У магазина есть отдельная входная группа с улицы с витринным остеклением.</em>
<em>Рядом с торговым центром расположено много торговых объектов, что обеспечивает постоянный плотный поток пешеходов.</em>
<em>Торговый центр расположен на самой насыщенной транспортной магистрали города - Московском проспекте.</em>
<em>В непосредственной близости к магазину расположены</em>
<em>станция метро ""Индустриальная (Пролетарская)""</em>
<em>остановка гор. транспорт</em>
<em>ж/д станция Лосево-2</em>
<em>рынок ""Платформа""</em>
<em>супермаркеты ""КЛАСС"" и ""Восторг""</em>
<em>поликлиника</em>
<em>круг гор.транспорта</em></h4>",,simple,0,,,
1134,"Аренда возле метро ""Индустриальная""","<h4><em>Магазин расположен непосредственно возле выхода из метро по аллее, ведущей к супермаркету ""Восторг"".</em>
<em>Рядом расположены</em></h4>
<h4><em>  станция метро ""Индустриальная""</em>
<em>  остановки и круг общественного транспорта</em>
<em>  новый рынок ""Платформа""</em>
<em>  новый жилой комплекс</em></h4>",,simple,0,,,
1142,"Аренда на перекрестке Героев труда и Гвардейцев Широнинцев","<h4><em>Помещение расположено в одноэтажном нежилом здании на перекрестке ул. Героев труда и Гвардейцев Широнинцев.</em>
<em>В помещении сделан базовы ремонт. </em>
<em>Рядом с помещением расположены</em>
<em>остановка гор. транспорта</em>
<em>маркеты ""АТБ"" и ""Червоный маркет""</em>
<em>кафе</em>
<em>детский магазин</em></h4>",,simple,0,,,
1148,"Аренда возле метро ""им. Масельского""","<h4><em>Аренда помещения, расположенного на самой большой транспортной магистрали города - Московский проспект.</em>
<em>Очень насыщенный спальный район, прямо у выхода станции метро.</em>
<em>Рядом расположены</em>
<em> станция метро ""Им. Масельского""</em>
<em> супермаркеты “Экватор”, “Сильпо”, “Комфи”</em>
<em> рынок</em>
<em>В помещении сделан базовый ремонт, есть все необходимые коммуникации</em></h4>",,simple,0,,,
1156,"Аренда магазина на Салтовке напротив Медкомплекса","<h4><em>Аренда магазина, расположенного в жилом доме по адресу ул. Амосова (Корчагинцев), 25.</em>
<em>Расположение магазина отличается очень плотным пешеходным трафиком.</em>
<em>Огромный спальный микрорайон с высотной застройкой, напротив магазина находится большой медкомплекс.</em>
<em>Рядом расположены</em>
<em>остановки гор. транспорта</em>
<em>круг трамваев и троллейбусов</em>
<em>медкомплекс</em>
<em>школы и детсады</em>
<em>большой спальник</em>
<em>церковь</em>
<em>Состояние магазина под покраску.</em></h4>",,simple,0,,,
1165,"Аренда помещения на ""Конном рынке"" напротив автостанции","<h4><em>Помещение расположено на фасаде ""Конного рынка"" напротив автостанции.</em>
<em>Помещение представляет собой двухэтажное отдельное здание, расположенное в очень проходном месте ""Конного рынка"" напротив автостанции и пивного ресторана ""Тусовка"". В помещении сделан капитальный ремонт, есть все необходимые коммуникации.</em>
<em>Рядом с объектом расположены</em>
<em>станция метро “Площадь восстания”</em>
<em>остановки гор. транспорта</em>
<em>Конный рынок</em>
<em>ресторан “Республика”</em>
<em>магазин электроники ""Эльдорадо""</em>
<em>отделение банка ""УкрСиббанка""</em>
<em>БЦ ""Протон""</em></h4>
<h4><em>Общая площадь - 300 кв. м.</em>
<em>1-й этаж - 150 кв. м.</em>
<em>2-й этаж - 150 кв. м.</em></h4>",,simple,0,,,
1174,"Аренда фасадного помещения на Конном рынке","<h4>Аренда фасадного помещения Конный рынок</h4>
<h4><em>Помещение расположено по фасаду Конного рынка.</em>
<em>Рядом с объектом расположены</em>
<em>станция метро “Защитников Украины”</em>
<em>остановки гор. транспорта</em>
<em>Автостанция</em>
<em>Конный рынок</em>
<em>маркет ""АТБ""</em>
<em>ТОЦ ""Протон"", ТЦ ""ЭПОС""</em>
<em>магазин электроники ""Эльдорадо""</em>
<em>Помещение будет с базовым ремонтом.</em></h4>",,simple,0,,,
1181,"Аренда помещения на остановке гор. транспорта ""Салют""","<h4><em>Помещение расположено непосредственно на остановке гор. транспорта
Рядом расположены
остановки гор. транспорта
продмаркеты “АТБ” и “Чудомаркет”
В помещении сделан ремонт, есть все необходимые коммуникации</em></h4>",,simple,0,,,
1294,"Аренда помещения на улице Пушкинской, 56 между станциями метро ""Пушкинская"" и ""Архитектора Бекетова""","<h4><em>Аренда помещения, расположенного по адресу г. Харьков, ул. Пушкинская №56 между станциями метро двух веток Харьковского метрополитена.</em>
<em>Данная локация отличается очень интенсивным пешеходный и автомобильным трафиком, здесь расположено много торговых и административных объектов.</em>
<em>Рядом с помещением находиться станция метро «Архитектора Бекетова» и «Пушкинская».</em>
<em>В непосредственной близости с объектом расположены: </em>
<em>  ресторан “Авлабар”, </em>
<em>  несколько кафе, </em>
<em>  ряд бутиков, </em>
<em>  Национальный фармацевтический университет, Национальный технический университет ""Харьковский политехнический институт"", Харьковская государственная академия дизайна и искусств,
магазин «Антошка».</em></h4>
<h4><em>В помещении сделан ремонт, есть необходимые коммуникации для комфортной работы магазина/офиса.</em></h4>",,simple,0,,,
1311,"Аренда помещения на кругу маршруток на Лысой горе по адресу г.Харьков, ул. Новый Быт №32","<h4><em>Аренда помещения под аптеку на кругу маршруток на Лысой горе по адресу г. Харьков, ул. Новый Быт №32.</em>
<em>Помещение расположено на кругу гор. транспорта непосредственно в зоне посадки пассажиров.</em>
<em>Объект расположен в большом спальном районе, рядом находится коттеджная застройка.</em>
<em>Район отличается близостью к центру города, большим количеством маршрутов гор. транспорта.</em></h4>
<h4><em>Площадь - 324,4 кв. м.</em>
<em>1-й этаж - 212,4 кв. м.</em>
<em>Подвал - 115,0 кв. м.</em></h4>",,simple,0,,,
1321,"Продажа помещения в районе ЮЖД по ул. Славянская, 4","<div class=""gmail_attr"" dir=""ltr""><i>Помещение расположено на первом этаже жилого дома по адресу г. Харьков, ул. <span class=""il"">Славян</span>ская, 4.</i></div>
<div dir=""ltr"">
<div class=""gmail_quote"">
<div dir=""ltr"">
<div class=""gmail_quote"">
<div dir=""ltr"">
<div></div>
<div><span style=""font-size: large;""><i>Рядом расположены</i></span></div>
<div><span style=""font-size: large;""><i>  станция метро ""Южный вокзал""</i></span></div>
<div><span style=""font-size: large;""><i>  остановки гор. транспорта</i></span></div>
<div><span style=""font-size: large;""><i>  бизнес-центр</i></span></div>
<div><span style=""font-size: large;""><i>  ТЦ ""Подземный город""</i></span></div>
<div><span style=""font-size: large;""><i>  магазин техники ""Фокстрот""</i></span></div>
<div><span style=""font-size: large;""><i>В помещении сделан ремонт, е</i></span><i>сть все необходимые коммуникации, установлен кондиционер.</i></div>
</div>
</div>
</div>
</div>
</div>",,simple,0,,,
1334,"Аренда помещения в районе ЮЖД по ул. Славянская, 4","<div class=""gmail_attr"" dir=""ltr""><i>Помещение расположено на первом этаже жилого дома по адресу г. Харьков, ул. <span class=""il"">Славян</span>ская, 4.</i></div>
<div dir=""ltr"">
<div class=""gmail_quote"">
<div dir=""ltr"">
<div class=""gmail_quote"">
<div dir=""ltr"">
<div></div>
<div><span style=""font-size: large;""><i>Рядом расположены</i></span></div>
<div><span style=""font-size: large;""><i>  станция метро ""Южный вокзал""</i></span></div>
<div><span style=""font-size: large;""><i>  остановки гор. транспорта</i></span></div>
<div><span style=""font-size: large;""><i>  бизнес-центр</i></span></div>
<div><span style=""font-size: large;""><i>  ТЦ ""Подземный город""</i></span></div>
<div><span style=""font-size: large;""><i>  магазин техники ""Фокстрот""</i></span></div>
<div><span style=""font-size: large;""><i>В помещении сделан ремонт, е</i></span><i>сть все необходимые коммуникации, установлен кондиционер.</i></div>
</div>
</div>
</div>
</div>
</div>",,simple,0,,,
1345,"Аренда магазина, расположенного по адресу г. Харьков, пр. Московский 190/1, метро ""Дворец спорта"".","<h4><em>Аренда магазина, расположенного по адресу г. Харьков, пр. Московский 190/1 возле метро ""Дворец спорта"" (Маршала Жукова).</em></h4>
<h4><em>Рядом расположены</em>
<em>станция метро “Дворец спорта"" (Маршала Жукова)</em>
<em>остановки гор. транспорта</em>
<em>магазин косметики ""ЕВА""</em>
<em>магазин ""Люксоптика""</em>
<em>аптека ""Здоровье""</em>
<em>отделение банка ""Ощадбанк""</em>
<em>стоматология</em>
<em>супермаркет ""РОСТ""</em></h4>",,simple,0,,,
1365,"Аренда магазина на Холодной горе по адресу ул. Дудинской (Нариманова), 1-А возле супермаркета ""КЛАСС""","<h4><em>Магазин расположен возле нового торгового центра ""КЛАСС"" по адресу г. Харьков, ул. Дудинской (Нариманова), дом №1-А.</em>
<em>Магазин находится в большом спальном районе города с множеством высотных многоквартирных домов повышенной этажности - Холодная гора. Данный микрорайон города отличается большим пешеходным трафиком, так как рядом расположен автобусный вокзал городских и пригородных маршрутов на 24 платформы. </em><em>Характеристика помещения:</em><em>Характеристика помещения:</em><em>Характеристика помещения:</em>
<em>Характеристика помещения:</em>
<em>- помещение расположено на первом этаже одноэтажной постройки, по красной линии;</em>
<em>- помещение оборудовано отдельным входом и большими витринными окнами; </em>
<em>- в помещение заведена вода, канализация электричество, есть возможность подключения газа; </em>
<em>- автономное электрическое отопление; </em>
<em>- помещение с ремонтом: наливной теплый пол, стены утеплены пенополистиролом и минеральной ватой, крыша утеплена - 300 мм;</em>
<em>- помещение можно разделить на несколько секций с отдельными входами, и уже установлены соответствующие алюминиевые двери;</em>
<em>- хорошая инфраструктура: рядом расположен торговый центр КЛАСС, рынок, остановка городского транспорта, а также в 7 минутах ходьбы находится станция метро Холодная гора.</em>
<em>Общая площадь помещения - 150 кв.м.</em>
<em>Высота потолков- 4,06 м.</em></h4>",,simple,0,,,
1387,"Аренда помещения по адресу г. Харьков, ул. Полтавский шлях №148/2 (рядом со станцией метро “Холодная гора”).","<h4><em>Помещения в большом спальном районе города с множеством высотных многоквартирных домов повышенной этажности - Холодная гора, по адресу ул. Полтавский шлях, 148/2. Данный микрорайон города отличается большим пешеходным трафиком, так как рядом расположен автобусный вокзал городских и пригородных маршрутов на 24 платформы.</em></h4>
<h4><em>Характеристика помещения:</em></h4>
<h4><em>- помещение расположено на первом этаже по красной линии;</em>
<em>- помещение оборудовано отдельным входом и большими витринными окнами; </em>
<em>- в помещение заведена вода, канализация электричество; </em>
<em>- помещение с ремонтом;</em>
<em>- хорошая инфраструктура: рядом расположен супермаркеты КЛАСС и РОСТ, рынок, остановка городского транспорта, станция метро Холодная гора.</em></h4>",,simple,0,,,
1481,"Аренда магазина на Терминале на Холодной горе","<h4><em>Аренда магазина, расположенного на рынке Терминал (станция метро “Холодная гора"").</em>
<em>Рядом с помещением проходят плотные потоки пешеходов.</em>
<em>В непосредственной близости к объекту расположены:</em>
<em>станция метро “Холодная гора”</em>
<em>пригородная автостанция</em>
<em>остановки общественного транспорта</em>
<em>рынок “Терминал”</em>
<em>супермаркет “РОСТ Холодногорский”</em>
<em>продмаркет “АТБ”</em>
<em>В магазине сделан ремонт, есть все коммуникации, мощность электроввода - 10 кВт.</em></h4>
<h4><em>Видео поток:</em></h4>
https://youtu.be/0SF2LhWczAo
<h4><em>Видео вокруг:</em></h4>
https://www.youtube.com/watch?v=1xhTiPrMPKc",,simple,0,,,
1503,"Аренда помещения на Салтовке","<h4><em>Помещение находится по адресу г. Харьков, ул. Туркестанская, 44.</em>
<em>Расположение объекта на очень оживленной аллее микрорайона с многоэтажной застройкой способствует большому количеству потенциальных клиентов.</em>
<em>Данная локация отличается очень плотным трафиком, магазинами популярных сетевых операторов торговли</em>
<em>Характеристика помещения:</em></h4>
<h3><em>- ремонт</em>
<em>- большая витрина</em>
<em>- большая рекламная площадь</em>
<em>- хорошая визуализация объекта</em>
<em>- есть вода и канализация, свой санузел</em>
<em>- отопление электрическое</em></h3>
<h4><em>В данной локации находятся</em>
<em>микрорайон с многоэтажной застройкой</em>
<em>аптека</em>
<em>продуктовый магазин</em>
<em>магазин спиртных напитков и табака "" АТИКА""</em>
<em>магазин живого пива ""Пивобанк""</em>
<em>фирменный магазин Роганского мясокомбината</em>
<em>фирменный магазин Салтовского хлебзавода</em>
<em>рыбный магазин</em>
<em>кафе- пиццерия</em></h4>",,simple,0,,,
1515,"Аренда на Одесской","<h4><em>Аренда второго и подвального этажей в торговом центре по адресу г.Харьков, пр. Гагарина, 177-Ж.</em>
<em>Проспект Гагарина в этом месте отличается очень оживленным пешеходным и автомобильным движением. Рядом находятся остановки общественного транспорта.</em>
<em>Данная локация характеризуется очень плотной высотной застройкой, большим количеством торговых объектов.</em>
<em>Рядом находятся:</em>
<em>супермаркеты “Сильпо”, “Класс”, “РОСТ”</em>
<em>остановки и круг городского транспорта</em>
<em>строящаяся станция метро ""Одесская""</em>
<em>магазин ""АЛЛО""</em>
<em>отделения банков “Приват Банк”, “Платинум банк”, “Банк Аваль”</em>
<em>несколько кафе, ломбардов.</em>
<em>ряд магазинов одежды</em></h4>
<h3><em>Характеристика помещения:</em>
<em>- помещение с ремонтом</em>
<em>- большая витрина</em>
<em>- большая рекламная площадь</em>
<em>- есть вода и канализация, свой санузел</em>
<em>- отопление электрическое</em></h3>
<h4><em>Общая площадь - 202 кв. м.</em>
<em>2-й этаж - 115 кв. м.</em>
<em>подвал - 87 кв. м.</em></h4>
<h4><em>Видео</em></h4>
https://youtu.be/-znizFzEaeU",,simple,0,,,"a:1:{s:30:""%d1%80%d0%b0%d0%b9%d0%be%d0%bd"";a:6:{s:4:""name"";s:10:""район"";s:5:""value"";s:20:""Слободской"";s:8:""position"";s:1:""0"";s:10:""is_visible"";s:1:""0"";s:12:""is_variation"";s:1:""0"";s:11:""is_taxonomy"";s:1:""0"";}}"
